grammatical,ungrammatical,direct_log_prob_grammatical,direct_log_prob_ungrammatical,MetaQuestionSimple_log_prob_yes_grammatical,MetaQuestionSimple_log_prob_no_grammatical,MetaQuestionSimple_log_prob_yes_ungrammatical,MetaQuestionSimple_log_prob_no_ungrammatical,MetaInstruct_log_prob_yes_grammatical,MetaInstruct_log_prob_no_grammatical,MetaInstruct_log_prob_yes_ungrammatical,MetaInstruct_log_prob_no_ungrammatical,MetaQuestionComplex_log_prob_yes_grammatical,MetaQuestionComplex_log_prob_no_grammatical,MetaQuestionComplex_log_prob_yes_ungrammatical,MetaQuestionComplex_log_prob_no_ungrammatical
That slope isn't descended by the teenager.,That slope isn't descended by the birds.,-75.18153762817383,-72.23555374145508,-3.052584171295166,-4.1984076499938965,-2.926551342010498,-3.780867099761963,-1.6158901453018188,-3.795553684234619,-1.4602971076965332,-3.5716347694396973,-1.575817346572876,-4.4719038009643555,-1.6685620546340942,-4.563811302185059
Who don't grandfathers of Gary that have disgusted Robert's supervisors impress?,Who don't Robert's supervisors impress grandfathers of Gary that have disgusted?,-137.1436004638672,-140.7187957763672,-2.6402783393859863,-2.8081374168395996,-3.3273751735687256,-2.0398900508880615,-1.5745656490325928,-2.43857741355896,-2.4343628883361816,-1.656846523284912,-3.316833972930908,-5.019357204437256,-3.8350040912628174,-4.906587600708008
The hidden slopes are important.,The hid slopes are important.,-47.27443599700928,-62.53265190124512,-2.4979352951049805,-4.332324028015137,-3.020557403564453,-4.085736274719238,-0.9373209476470947,-3.9448187351226807,-1.2964779138565063,-3.826016902923584,-1.9460556507110596,-4.117057800292969,-1.7149358987808228,-4.192750453948975
A lot of waiters had not ever conferred.,A lot of waiters had probably ever conferred.,-73.077712059021,-76.23548030853271,-3.5832269191741943,-4.309161186218262,-3.484656810760498,-3.3599581718444824,-2.2377824783325195,-3.7909927368164062,-1.9914911985397339,-2.781301498413086,-2.2306203842163086,-4.222657203674316,-1.7732664346694946,-4.08351469039917
Some women remember that some patient that escapes toured malls.,Some women remember what some patient that escapes toured malls.,-103.76428604125977,-117.69894886016846,-5.1621809005737305,-5.0567474365234375,-4.450425148010254,-4.847151756286621,-3.671558141708374,-4.753518104553223,-3.112297296524048,-4.600124359130859,-1.3790498971939087,-4.092312335968018,-1.6311402320861816,-4.19362211227417
Russell thinks about those hypotheses.,Russell thinks about those hypothesis.,-54.15198373794556,-57.25325965881348,-3.4140567779541016,-5.206890106201172,-2.7850148677825928,-4.927791595458984,-1.0590168237686157,-4.9498467445373535,-0.9262098670005798,-4.989443302154541,-0.9077605605125427,-4.827227592468262,-1.021578073501587,-4.933843612670898
The alumni forget the Lutherans.,The alumnus forget the Lutherans.,-75.60957431793213,-83.38228225708008,-2.19362735748291,-3.5377511978149414,-1.3939069509506226,-3.206397533416748,-1.062852382659912,-2.940420627593994,-0.8459767699241638,-2.8812217712402344,-1.3605974912643433,-4.345733642578125,-1.8325122594833374,-4.495120525360107
Brenda researches those bases.,Brenda researches those basis.,-66.44092559814453,-70.15579223632812,-1.5987063646316528,-4.810517311096191,-1.6738865375518799,-4.73668098449707,-0.7028195261955261,-4.779171466827393,-0.7872418761253357,-4.5562639236450195,-1.2533189058303833,-4.61074161529541,-1.275371789932251,-4.407703399658203
Jacqueline doesn't say that this commentary disturbs her.,Jacqueline doesn't say that this commentary disturbs herself.,-89.0857105255127,-95.42233276367188,-2.461228370666504,-4.249188423156738,-2.1535630226135254,-4.4245171546936035,-1.4643983840942383,-4.110774993896484,-1.2403825521469116,-4.404682636260986,-1.5052067041397095,-4.187145709991455,-1.7076700925827026,-4.172512054443359
What would Diana and Barbara irritate?,What should Diana irritate and Barbara?,-70.70257568359375,-77.65364074707031,-3.6559793949127197,-4.570690155029297,-2.956545829772949,-3.661985397338867,-2.388721466064453,-3.7828760147094727,-1.8991098403930664,-4.086263656616211,-2.1761703491210938,-5.077826499938965,-2.581486701965332,-4.996272087097168
Jerry wasn't fixing that gray cup.,Jerry wasn't fixing those gray cup.,-76.38236999511719,-87.39720153808594,-2.718271255493164,-3.4202842712402344,-3.2315850257873535,-2.7300610542297363,-1.2581764459609985,-2.997375965118408,-1.9799935817718506,-2.399249792098999,-0.9810246229171753,-3.5070695877075195,-1.188762903213501,-2.9166100025177
Some father of Monica that will watch Deanna has not ever yearned to clean the art gallery.,Some father of Monica that will not watch Deanna has ever yearned to clean the art gallery.,-165.6673812866211,-157.55609512329102,-2.550305128097534,-4.191831588745117,-2.3702611923217773,-4.009199142456055,-1.6510494947433472,-4.17732048034668,-1.401259422302246,-4.121807098388672,-1.936320185661316,-3.8267269134521484,-2.127976894378662,-3.9355673789978027
Many teenagers forgot that waiter that Andrew admires that has resembled those sketches.,Many teenagers forgot what that waiter that Andrew admires has resembled those sketches.,-146.6139793395996,-152.9853343963623,-2.408383846282959,-2.4848132133483887,-2.431766986846924,-3.0026488304138184,-1.8652533292770386,-2.341045379638672,-1.3680074214935303,-2.9070260524749756,-1.519068717956543,-3.7678117752075195,-1.7929458618164062,-4.024503707885742
Melissa observes that bad child.,Melissa observes those bad child.,-62.22170448303223,-74.74807262420654,-3.2677857875823975,-4.201316833496094,-4.142671585083008,-4.367282867431641,-2.0611071586608887,-3.7344841957092285,-2.748253107070923,-3.901306390762329,-1.1632659435272217,-3.5849215984344482,-1.3067888021469116,-3.484673023223877
Tonya's sons who were observing Stephanie can not ever talk about Carla.,Tonya's sons who were not observing Stephanie can ever talk about Carla.,-129.59203720092773,-132.09510326385498,-1.7759699821472168,-3.69395112991333,-1.782943844795227,-3.4679927825927734,-1.0336458683013916,-3.4953606128692627,-1.0676099061965942,-3.182781219482422,-0.9624778628349304,-3.9910519123077393,-1.0485864877700806,-4.399813175201416
Even Patricia could really prove to skate around the Great Lakes.,Even Patricia could ever prove to skate around the Great Lakes.,-112.58375930786133,-117.62682723999023,-2.104010581970215,-3.517876625061035,-2.3992350101470947,-3.256840944290161,-1.1891757249832153,-3.403658866882324,-1.4852501153945923,-3.023667812347412,-1.052709937095642,-4.561769008636475,-1.029603123664856,-4.429004669189453
Bethany cares for Alicia.,Bethany care for Alicia.,-52.90859413146973,-53.8227596282959,-1.044967532157898,-4.180356979370117,-1.3851343393325806,-3.6914143562316895,-0.516485333442688,-4.113638877868652,-0.7831215858459473,-3.672386646270752,-1.2196329832077026,-3.636920928955078,-1.7463560104370117,-4.071897506713867
Some cashiers wrote.,Some cashiers written.,-44.23487663269043,-48.676018714904785,-1.7374308109283447,-3.556849718093872,-2.945540428161621,-3.3406457901000977,-1.2717784643173218,-3.6721034049987793,-2.319760322570801,-4.074784278869629,-2.4972434043884277,-4.783862590789795,-2.720266819000244,-4.557251453399658
Derek didn't imagine that Heidi is attacking him.,Derek didn't imagine that Heidi is attacking himself.,-68.0992112159729,-76.12552404403687,-2.690052032470703,-4.241716384887695,-2.3012239933013916,-4.202763557434082,-1.0987472534179688,-3.7960376739501953,-1.0478655099868774,-3.947115421295166,-1.5610296726226807,-3.7771847248077393,-1.6350497007369995,-3.883204460144043
Many nephews of Carmen ascertain it to be good that most students had assembled.,Many nephews of Carmen have commissioned it to be good that most students had assembled.,-133.05621337890625,-140.13881492614746,-2.613067626953125,-4.138374328613281,-2.437480926513672,-3.9279909133911133,-1.0803636312484741,-4.080709934234619,-1.338908076286316,-3.857891082763672,-1.807132363319397,-4.428048610687256,-1.4238548278808594,-3.948357582092285
Every school is there lying.,There is every school lying.,-66.91200828552246,-65.47245597839355,-2.113945484161377,-2.274339199066162,-2.9536709785461426,-3.708003520965576,-1.4955065250396729,-2.2884209156036377,-2.0528016090393066,-3.562406063079834,-1.5982924699783325,-3.95540714263916,-2.087893009185791,-4.674516201019287
Amy sang.,Amy sung.,-40.78747272491455,-41.439674377441406,-0.5842567682266235,-3.304755687713623,-2.525512933731079,-3.825038194656372,-0.3757197856903076,-3.5212972164154053,-1.2625529766082764,-3.1571004390716553,-2.380094051361084,-3.9797234535217285,-2.394557476043701,-4.0881829261779785
Teresa isn't noticing herself.,Teresa isn't noticing itself.,-56.37978172302246,-60.45050239562988,-1.8594542741775513,-3.797133445739746,-2.178926944732666,-3.6876168251037598,-1.0394648313522339,-3.5807924270629883,-1.178168535232544,-3.4500858783721924,-1.5033258199691772,-3.671858310699463,-1.620647668838501,-3.9339020252227783
Omar's ex-girlfriend isn't hired.,Omar's ex-girlfriend isn't littered.,-54.967546463012695,-56.31210994720459,-1.976712942123413,-3.70076060295105,-1.7698155641555786,-4.179424285888672,-1.1373687982559204,-3.3307089805603027,-0.9886313676834106,-3.852107048034668,-1.6860778331756592,-3.6943509578704834,-1.4434746503829956,-3.9142141342163086
The broken bicycles are cheap.,The broke bicycles are cheap.,-54.69693946838379,-57.57193565368652,-1.3187638521194458,-3.6104955673217773,-1.372554063796997,-3.4405367374420166,-0.711639404296875,-3.329212188720703,-0.8212116956710815,-2.998507499694824,-1.8579567670822144,-4.485471725463867,-1.771135687828064,-4.562205791473389
Robert has worried himself.,Robert has worried themselves.,-45.18967628479004,-50.15149116516113,-1.206817865371704,-4.1374053955078125,-1.4536139965057373,-3.9918458461761475,-0.6357515454292297,-4.068843841552734,-0.7773127555847168,-3.9781851768493652,-1.1440285444259644,-3.801858901977539,-1.2178430557250977,-3.844636917114258
The forgotten pamphlets are big.,The forgot pamphlets are big.,-63.00869846343994,-66.68983745574951,-1.7067832946777344,-3.3055105209350586,-1.611572265625,-3.0809879302978516,-0.867938756942749,-3.1378896236419678,-0.8788415789604187,-2.905247926712036,-1.7781344652175903,-5.2189435958862305,-1.8293250799179077,-5.383503437042236
Only those mushrooms that some child has found ever go bad.,Those mushrooms that only some child has found ever go bad.,-97.93868637084961,-94.0752124786377,-2.030198097229004,-2.7288293838500977,-2.046448230743408,-3.139591693878174,-1.0657436847686768,-2.644049882888794,-1.1346632242202759,-2.9646754264831543,-1.8077324628829956,-3.8365306854248047,-1.9282035827636719,-3.971774101257324
Every commentary bothers these purple schools.,Every commentary bothers this purple schools.,-88.69456672668457,-91.20503807067871,-2.655350685119629,-2.8971166610717773,-2.4734909534454346,-3.0625994205474854,-1.5278666019439697,-2.8577463626861572,-1.4293915033340454,-3.077819347381592,-1.1443090438842773,-3.793407440185547,-1.0831016302108765,-3.9390625953674316
Every lady drops by these oases.,Every lady drops by this oases.,-76.83280181884766,-82.50687408447266,-3.5240478515625,-3.4004859924316406,-3.7731587886810303,-3.393409490585327,-1.1343685388565063,-3.220681667327881,-1.2685902118682861,-3.249420404434204,-1.2465167045593262,-4.134782314300537,-1.4271844625473022,-4.148317813873291
A guest exited at most six museums.,No guest exited at most six museums.,-76.90673065185547,-71.97635650634766,-1.4349335432052612,-3.84597110748291,-2.7906594276428223,-2.753511905670166,-0.7346011996269226,-4.017935752868652,-1.531942367553711,-3.736178398132324,-1.2476962804794312,-4.91802453994751,-1.5654326677322388,-3.4162397384643555
What hats might Monica bring and Sonia admire?,What might Monica bring hats and Sonia admire?,-101.44055271148682,-99.18368625640869,-2.2979884147644043,-3.12813138961792,-2.3401479721069336,-2.7826147079467773,-1.435473084449768,-2.879014492034912,-1.6137586832046509,-2.8952994346618652,-1.848106861114502,-4.484068393707275,-1.6815427541732788,-4.2023749351501465
Christopher hasn't distracted himself.,Christopher hasn't distracted herself.,-47.375704765319824,-52.29440116882324,-2.529017448425293,-4.325660705566406,-2.5751876831054688,-4.4632368087768555,-1.2404698133468628,-4.177498817443848,-1.3035399913787842,-4.271106719970703,-1.2610379457473755,-4.4800004959106445,-1.3500479459762573,-4.102051734924316
Which girls is the dress irritating and the Lutherans revealing?,Which is the dress irritating girls and the Lutherans revealing?,-106.98812484741211,-106.40353775024414,-2.3163318634033203,-2.5994319915771484,-2.8270504474639893,-2.3663885593414307,-1.4282429218292236,-2.8253815174102783,-1.8180660009384155,-2.3177990913391113,-2.480947494506836,-4.678322792053223,-2.879568576812744,-4.681447505950928
No person is discussing fewer than ten patients.,No person is discussing at most ten patients.,-68.5509581565857,-67.224045753479,-1.5611249208450317,-2.4629974365234375,-2.3214523792266846,-2.0339910984039307,-1.0467400550842285,-3.766083240509033,-1.4436098337173462,-3.010794162750244,-1.0166081190109253,-3.9140844345092773,-1.2638462781906128,-3.7079524993896484
All boys fire this woman.,All boys fire these woman.,-60.03486442565918,-67.2213077545166,-2.382868766784668,-3.608062744140625,-2.2664668560028076,-3.1616313457489014,-1.053341031074524,-3.215953826904297,-1.1300147771835327,-2.687366008758545,-2.0118587017059326,-4.359457969665527,-2.079166889190674,-4.532582759857178
These women see these concealed libraries.,These women see this concealed libraries.,-70.44759368896484,-80.8559627532959,-3.7041499614715576,-3.859339475631714,-3.968205213546753,-4.036452293395996,-1.528643250465393,-3.2254090309143066,-1.7389612197875977,-3.2112131118774414,-1.632205843925476,-4.721205711364746,-1.5686691999435425,-4.596582412719727
Most men irritates two happy students and a snake irritates three.,Most men irritates two students and a snake irritates three happy.,-110.38323402404785,-113.53939437866211,-2.2163753509521484,-2.9515790939331055,-1.8544774055480957,-2.9140448570251465,-1.4181689023971558,-3.074542999267578,-1.1891874074935913,-2.999660015106201,-2.4201221466064453,-4.355192184448242,-2.2805376052856445,-4.271567344665527
April isn't going to a closet.,The ice cream isn't going to a closet.,-55.60626983642578,-61.71672821044922,-3.4171438217163086,-2.6164817810058594,-2.8789451122283936,-3.5659797191619873,-1.9947556257247925,-1.9749706983566284,-1.4407789707183838,-2.9534389972686768,-1.6307973861694336,-3.775850296020508,-1.5677490234375,-3.756103515625
Only the Clintons ever cry.,Even the Clintons ever cry.,-56.64761924743652,-55.773582458496094,-1.8941737413406372,-2.454352378845215,-2.259033441543579,-2.871413469314575,-1.183673620223999,-2.2253501415252686,-1.171202540397644,-2.5061655044555664,-2.13645076751709,-3.857447624206543,-1.7069270610809326,-4.365619659423828
A report about current events hasn't bored Heidi.,A report about current events haven't bored Heidi.,-82.5023365020752,-87.68080711364746,-2.1058146953582764,-4.459338188171387,-2.0905990600585938,-4.35722541809082,-1.1166198253631592,-4.152107238769531,-1.0636677742004395,-4.042654514312744,-1.2831138372421265,-4.858536243438721,-1.3587678670883179,-4.15072774887085
Charles wrote.,Charles written.,-33.7912073135376,-40.89404296875,-1.5569158792495728,-4.56969690322876,-3.413893461227417,-4.493821144104004,-0.8762417435646057,-4.056831359863281,-2.4686214923858643,-4.27176570892334,-1.5622283220291138,-4.320252418518066,-2.748957872390747,-4.320155143737793
There were some newspaper articles about Galileo disappearing.,There were all newspaper articles about Galileo disappearing.,-82.48745918273926,-92.2730541229248,-1.93840491771698,-3.6779708862304688,-2.2126450538635254,-3.4642395973205566,-1.268377661705017,-3.6395668983459473,-1.33162260055542,-3.22902250289917,-1.3386597633361816,-4.083851337432861,-1.3943363428115845,-3.7719569206237793
Brenda was difficult to work with.,Brenda was unlikely to work with.,-44.474793434143066,-59.526273250579834,-2.0849785804748535,-3.5332694053649902,-4.23021125793457,-4.11561393737793,-1.0766289234161377,-3.077155351638794,-3.0921199321746826,-3.815458059310913,-1.4399493932724,-3.9028239250183105,-1.4670867919921875,-3.334010124206543
What doesn't Catherine know she would like?,What doesn't Catherine know who would like?,-60.65620422363281,-69.79749870300293,-2.171936511993408,-3.4163575172424316,-2.900887966156006,-4.126471042633057,-1.4734702110290527,-3.2839951515197754,-1.948822021484375,-4.047943115234375,-2.1193323135375977,-5.077556610107422,-2.5469837188720703,-5.528328895568848
Judy is easy to work with.,Judy is certain to work with.,-44.815216064453125,-56.97185134887695,-2.8353676795959473,-4.554323673248291,-4.007301330566406,-4.121685028076172,-1.4141879081726074,-4.685191631317139,-2.386068820953369,-4.250418186187744,-1.8456486463546753,-4.336102485656738,-1.6240360736846924,-4.567939758300781
Mark wasn't praising one senator and Paul's nephew wasn't praising more nice senator.,Mark wasn't praising one old senator and Paul's nephew wasn't praising more nice.,-141.24045181274414,-149.41620254516602,-1.8557484149932861,-3.240351915359497,-2.145103931427002,-3.6341261863708496,-1.2584216594696045,-3.2059695720672607,-1.4345808029174805,-3.4437999725341797,-1.391290545463562,-3.8120222091674805,-1.461933970451355,-3.630258560180664
Has Donald ever yearned to embarrass Tonya?,Donald has ever yearned to embarrass Tonya.,-100.46368598937988,-88.10236930847168,-1.2971045970916748,-2.8181769847869873,-1.672171950340271,-3.89516019821167,-0.8789494633674622,-3.0080111026763916,-0.8363393545150757,-3.5299906730651855,-3.765256881713867,-6.293915748596191,-1.6180835962295532,-3.827258586883545
The broken skateboards weren't smooth.,The broke skateboards weren't smooth.,-66.06700134277344,-63.2179069519043,-2.4943079948425293,-3.2830281257629395,-2.239100694656372,-3.2704060077667236,-1.4712436199188232,-2.996912717819214,-1.4721460342407227,-2.8553237915039062,-1.6851110458374023,-4.209125518798828,-1.5167382955551147,-4.173841953277588
Liam should shock Joseph's supervisors.,Liam should shrug Joseph's supervisors.,-76.96945190429688,-81.17875099182129,-3.112104892730713,-4.310332775115967,-2.1917285919189453,-3.287534713745117,-1.535509705543518,-3.8901352882385254,-1.0570685863494873,-3.3019216060638428,-1.4634119272232056,-4.192570209503174,-1.1420929431915283,-4.227140426635742
A lot of customers were aggravated by a lot of ladders.,A lot of customers were screamed by a lot of ladders.,-61.03170442581177,-67.29878759384155,-1.812579870223999,-3.8734967708587646,-2.158219814300537,-3.0383009910583496,-1.0819181203842163,-3.567075252532959,-1.3708723783493042,-2.796534538269043,-1.7715548276901245,-4.058079719543457,-2.176161766052246,-4.427400588989258
That guest praised at least five stories.,No guest praised at least five stories.,-78.95938110351562,-67.3019790649414,-2.9832801818847656,-4.684080123901367,-3.1263294219970703,-2.351400375366211,-1.532857894897461,-4.536373138427734,-1.9588627815246582,-3.418968677520752,-1.2828428745269775,-4.694667816162109,-1.5900384187698364,-3.6488418579101562
Julia hasn't remembered one determined son and Tammy's boyfriend hasn't remembered several.,Julia hasn't remembered one son and Tammy's boyfriend hasn't remembered several determined.,-128.66039943695068,-126.68253421783447,-1.6910260915756226,-4.11065149307251,-2.226243257522583,-4.156412124633789,-1.0534895658493042,-4.065835952758789,-1.526667833328247,-4.161109924316406,-2.0419857501983643,-3.2276175022125244,-1.9943382740020752,-3.1660425662994385
Some customer has realized who this child that yawns liked.,Some customer has realized that this child that yawns liked.,-111.25992965698242,-100.84587478637695,-2.465182065963745,-3.905372381210327,-2.778733730316162,-4.3372321128845215,-1.361330270767212,-3.514054536819458,-1.5439482927322388,-4.127109527587891,-1.9072312116622925,-4.193488121032715,-1.5263123512268066,-4.274961948394775
Aaron remembered himself.,Aaron remembered herself.,-49.03605651855469,-54.78647232055664,-3.5302820205688477,-4.857562065124512,-2.625387668609619,-4.401966571807861,-1.238843321800232,-4.061398029327393,-0.962881326675415,-4.200026512145996,-1.5307725667953491,-3.9027132987976074,-1.3594067096710205,-3.8135454654693604
These guests explain that Timothy approached them.,These guests explain that Timothy approached themselves.,-81.78910064697266,-92.42029571533203,-2.369161367416382,-3.7786481380462646,-2.184133768081665,-3.19853138923645,-0.8813837170600891,-3.4791200160980225,-0.9809452295303345,-3.1546435356140137,-1.3539930582046509,-4.174067974090576,-1.583817481994629,-3.817483901977539
Some lady passed one public park and that senator passed some yellow public park.,Some lady passed one good public park and that senator passed some yellow.,-118.40633869171143,-133.70934867858887,-2.0614748001098633,-4.2186126708984375,-2.3089170455932617,-3.7796850204467773,-1.2285730838775635,-3.9905169010162354,-1.4653785228729248,-3.4844367504119873,-2.2801930904388428,-4.966702461242676,-2.091803550720215,-4.313183784484863
Barbara helps that teacher.,A glacier helps that teacher.,-56.61852264404297,-62.63894462585449,-1.571112871170044,-4.077120780944824,-1.663497805595398,-4.024160385131836,-0.9957022070884705,-3.3947348594665527,-0.8734487295150757,-3.246255397796631,-1.3386154174804688,-4.067071914672852,-1.5429582595825195,-3.7535505294799805
Some person's tutor arrived at every library.,Some person's tutor nodded every library.,-79.1564769744873,-87.47211456298828,-1.7798025608062744,-3.7265007495880127,-1.643764615058899,-3.1260948181152344,-0.8191909790039062,-3.6050615310668945,-0.8878847360610962,-3.2885336875915527,-2.1123037338256836,-4.340174674987793,-1.7795246839523315,-4.368413925170898
Colleen wasn't concealing herself.,Colleen wasn't concealing itself.,-65.69378662109375,-73.04031372070312,-3.483335018157959,-4.438534259796143,-3.1660971641540527,-4.414389133453369,-1.8175020217895508,-4.10943603515625,-1.7739241123199463,-4.044386863708496,-1.1483492851257324,-4.034574031829834,-1.2245235443115234,-4.20484733581543
All ellipses weren't worrying all teachers.,All ellipses wasn't worrying all teachers.,-74.87940788269043,-79.06018733978271,-2.217709541320801,-2.475071907043457,-2.356267213821411,-2.45827317237854,-1.4707728624343872,-2.483950614929199,-1.4571924209594727,-2.3924198150634766,-1.5111594200134277,-3.894387722015381,-1.704674243927002,-3.637195110321045
Those waiters might pass whose hills?,Whose might those waiters pass hills?,-74.29497528076172,-80.37603664398193,-3.0786495208740234,-2.5650596618652344,-3.4269142150878906,-2.355576515197754,-2.257188558578491,-2.279296636581421,-1.9131337404251099,-1.8679667711257935,-2.343924045562744,-4.8340163230896,-2.4378762245178223,-4.873742580413818
Karen forgets about herself bringing a print.,Karen forgets about herself brought a print.,-73.09660720825195,-74.70918560028076,-2.3519513607025146,-2.9319589138031006,-1.9771403074264526,-2.9476661682128906,-1.3031290769577026,-2.892897605895996,-1.3876069784164429,-2.7697863578796387,-1.2689974308013916,-3.9572365283966064,-1.444230079650879,-3.948939323425293
Paul finds out that some synopsis that has explained everything criticizes Carol.,Paul finds out who some synopsis that has explained everything criticizes Carol.,-124.33309936523438,-137.08628845214844,-1.483870506286621,-4.100568771362305,-1.9385769367218018,-4.270224571228027,-0.8162177801132202,-4.108067989349365,-1.1448137760162354,-3.908033609390259,-1.5663734674453735,-3.6478476524353027,-1.7285746335983276,-3.3675222396850586
Some teenager has needed there to be a fork slipping.,Some teenager has urged there to be a fork slipping.,-96.9746675491333,-98.46108627319336,-2.0373096466064453,-3.5737524032592773,-3.6770830154418945,-3.903580665588379,-1.269548773765564,-3.6362385749816895,-2.1239960193634033,-3.831031084060669,-1.3274297714233398,-3.5488977432250977,-2.0233631134033203,-4.306200981140137
Martin's employees have discussed a few cashiers and every doctor hasn't discussed a lot clever cashiers.,Martin's employees have discussed a few important cashiers and every doctor hasn't discussed a lot clever.,-126.29033374786377,-127.4952507019043,-1.9080418348312378,-3.4864683151245117,-2.266021251678467,-3.3046345710754395,-1.3491384983062744,-3.495882272720337,-1.61640202999115,-2.9691500663757324,-1.4463814496994019,-3.8877458572387695,-1.3413923978805542,-3.5060606002807617
Carl investigated an alumnus that escaped from Chad.,Carl investigated who an alumnus escaped from Chad.,-87.12526178359985,-107.59579563140869,-2.834411382675171,-5.254802227020264,-2.0776495933532715,-4.191630840301514,-1.1479594707489014,-4.414681911468506,-0.9187794923782349,-3.692464828491211,-1.2038962841033936,-4.451659202575684,-1.2693034410476685,-4.247869491577148
